Column,TitleLong,Week,Title,Vote,Count,SpecialWeek,ExtraRow
1893," [Empire Records (1995, 1:30)]",2020-08-03,EmpireRecords,I would REALLY LIKE to watch this film,6,,
595,"Votes [Hail Caesar (2016, 1:46)]",2020-08-03,HailCaesar,I do not love this film but would still show up,6,,
1246,"Votes [Hail Caesar (2016, 1:46)]",2020-08-03,HailCaesar,I would NOT come to watch this film,0,,
1897,"Votes [Hail Caesar (2016, 1:46)]",2020-08-03,HailCaesar,I would REALLY LIKE to watch this film,7,,
636," [The Italian Job (2003, 1:51)]",2020-08-03,ItalianJob,I do not love this film but would still show up,8,,
1287," [The Italian Job (2003, 1:51)]",2020-08-03,ItalianJob,I would NOT come to watch this film,1,,
1938," [The Italian Job (2003, 1:51)]",2020-08-03,ItalianJob,I would REALLY LIKE to watch this film,4,,
614,"Votes [Resident Evil: Apocalypse (2004, 1:34)]",2020-08-03,ResidentEvil,I do not love this film but would still show up,7,,
1265,"Votes [Resident Evil: Apocalypse (2004, 1:34)]",2020-08-03,ResidentEvil,I would NOT come to watch this film,3,,
1916,"Votes [Resident Evil: Apocalypse (2004, 1:34)]",2020-08-03,ResidentEvil,I would REALLY LIKE to watch this film,3,,
621,"Votes [Spy (2015, 2:10)]",2020-08-03,Spy,I do not love this film but would still show up,7,,
1272,"Votes [Spy (2015, 2:10)]",2020-08-03,Spy,I would NOT come to watch this film,0,,
1923,"Votes [Spy (2015, 2:10)]",2020-08-03,Spy,I would REALLY LIKE to watch this film,6,,
633,"Votes [The Founder (2016, 1:55)]",2020-08-03,TheFounder,I do not love this film but would still show up,4,,
1284,"Votes [The Founder (2016, 1:55)]",2020-08-03,TheFounder,I would NOT come to watch this film,2,,
1935,"Votes [The Founder (2016, 1:55)]",2020-08-03,TheFounder,I would REALLY LIKE to watch this film,7,,
580,"Votes [Burn After Reading (2008, 1:36)]",2020-08-10,BurnAfterReading,I do not love this film but would still show up,4,,
1231,"Votes [Burn After Reading (2008, 1:36)]",2020-08-10,BurnAfterReading,I would NOT come to watch this film,0,,
1882,"Votes [Burn After Reading (2008, 1:36)]",2020-08-10,BurnAfterReading,I would REALLY LIKE to watch this film,7,,
592,"Votes [Fargo (1996, 1:38)]",2020-08-10,Fargo,I do not love this film but would still show up,6,,
1243,"Votes [Fargo (1996, 1:38)]",2020-08-10,Fargo,I would NOT come to watch this film,0,,
1894,"Votes [Fargo (1996, 1:38)]",2020-08-10,Fargo,I would REALLY LIKE to watch this film,5,,
635," [The Hunt for Red October (1990, 2:15)]",2020-08-10,Hunt4RedOctober,I do not love this film but would still show up,5,,
1286," [The Hunt for Red October (1990, 2:15)]",2020-08-10,Hunt4RedOctober,I would NOT come to watch this film,2,,
1937," [The Hunt for Red October (1990, 2:15)]",2020-08-10,Hunt4RedOctober,I would REALLY LIKE to watch this film,4,,
602," [Magic Mike XXL (2015, 1:55)]",2020-08-10,MagicMike,I do not love this film but would still show up,5,,
1253," [Magic Mike XXL (2015, 1:55)]",2020-08-10,MagicMike,I would NOT come to watch this film,1,,
1904," [Magic Mike XXL (2015, 1:55)]",2020-08-10,MagicMike,I would REALLY LIKE to watch this film,5,,
618,"Votes [She's The Man (2006, 1:45)]",2020-08-10,ShesTheMan,I do not love this film but would still show up,2,,
1269,"Votes [She's The Man (2006, 1:45)]",2020-08-10,ShesTheMan,I would NOT come to watch this film,1,,
1920,"Votes [She's The Man (2006, 1:45)]",2020-08-10,ShesTheMan,I would REALLY LIKE to watch this film,8,,
622,"Votes [Spy (2015, 2:10)]",2020-08-10,Spy,I do not love this film but would still show up,4,,
1273,"Votes [Spy (2015, 2:10)]",2020-08-10,Spy,I would NOT come to watch this film,0,,
1924,"Votes [Spy (2015, 2:10)]",2020-08-10,Spy,I would REALLY LIKE to watch this film,7,,
624,"Votes [Step Up (2006, 1:43)]",2020-08-10,StepUp,I do not love this film but would still show up,6,,
1275,"Votes [Step Up (2006, 1:43)]",2020-08-10,StepUp,I would NOT come to watch this film,0,,
1926,"Votes [Step Up (2006, 1:43)]",2020-08-10,StepUp,I would REALLY LIKE to watch this film,5,,
634,"Votes [The Founder (2016, 1:55)]",2020-08-10,TheFounder,I do not love this film but would still show up,4,,
1285,"Votes [The Founder (2016, 1:55)]",2020-08-10,TheFounder,I would NOT come to watch this film,2,,
1936,"Votes [The Founder (2016, 1:55)]",2020-08-10,TheFounder,I would REALLY LIKE to watch this film,5,,
575,"Votes [Being There (1979, 2:09)]",2020-08-17,BeingThere,I do not love this film but would still show up,12,,
1226,"Votes [Being There (1979, 2:09)]",2020-08-17,BeingThere,I would NOT come to watch this film,4,,
1877,"Votes [Being There (1979, 2:09)]",2020-08-17,BeingThere,I would REALLY LIKE to watch this film,1,,
578,"Votes [Blade (1998, 2:00)]",2020-08-17,Blade,I do not love this film but would still show up,4,,
1229,"Votes [Blade (1998, 2:00)]",2020-08-17,Blade,I would NOT come to watch this film,1,,
1880,"Votes [Blade (1998, 2:00)]",2020-08-17,Blade,I would REALLY LIKE to watch this film,12,,
583,"Votes [Charlie's Angels: Full Throttle (2003, 1:46)]",2020-08-17,CharliesAngels,I do not love this film but would still show up,6,,
1234,"Votes [Charlie's Angels: Full Throttle (2003, 1:46)]",2020-08-17,CharliesAngels,I would NOT come to watch this film,4,,
1885,"Votes [Charlie's Angels: Full Throttle (2003, 1:46)]",2020-08-17,CharliesAngels,I would REALLY LIKE to watch this film,7,,
588," [Constantine (2005, 2:00)]",2020-08-17,Constantine,I do not love this film but would still show up,6,,
1239," [Constantine (2005, 2:00)]",2020-08-17,Constantine,I would NOT come to watch this film,2,,
1890," [Constantine (2005, 2:00)]",2020-08-17,Constantine,I would REALLY LIKE to watch this film,9,,
598,"Votes [Jupiter Ascending (2015, 2:07)]",2020-08-17,JupiterAscending,I do not love this film but would still show up,4,,
1249,"Votes [Jupiter Ascending (2015, 2:07)]",2020-08-17,JupiterAscending,I would NOT come to watch this film,0,,
1900,"Votes [Jupiter Ascending (2015, 2:07)]",2020-08-17,JupiterAscending,I would REALLY LIKE to watch this film,13,,
611,"Votes [Raising Arizona (1987, 1:34)]",2020-08-17,RaisingArizona,I do not love this film but would still show up,10,,
1262,"Votes [Raising Arizona (1987, 1:34)]",2020-08-17,RaisingArizona,I would NOT come to watch this film,3,,
1913,"Votes [Raising Arizona (1987, 1:34)]",2020-08-17,RaisingArizona,I would REALLY LIKE to watch this film,4,,
619,"Votes [She's The Man (2006, 1:45)]",2020-08-17,ShesTheMan,I do not love this film but would still show up,5,,
1270,"Votes [She's The Man (2006, 1:45)]",2020-08-17,ShesTheMan,I would NOT come to watch this film,5,,
1921,"Votes [She's The Man (2006, 1:45)]",2020-08-17,ShesTheMan,I would REALLY LIKE to watch this film,7,,
642," [They Live (1988, 1:34)]",2020-08-17,TheyLive,I do not love this film but would still show up,11,,
1293," [They Live (1988, 1:34)]",2020-08-17,TheyLive,I would NOT come to watch this film,2,,
1944," [They Live (1988, 1:34)]",2020-08-17,TheyLive,I would REALLY LIKE to watch this film,4,,
567,"Votes [Babe 2: Pig in the City (1998, 1:36)]",2020-08-24,Babe2,I do not love this film but would still show up,7,,
1218,"Votes [Babe 2: Pig in the City (1998, 1:36)]",2020-08-24,Babe2,I would NOT come to watch this film,4,,
1869,"Votes [Babe 2: Pig in the City (1998, 1:36)]",2020-08-24,Babe2,I would REALLY LIKE to watch this film,7,,
577," [Black Dynamite (2009, 1:24)]",2020-08-24,BlackDynamite,I do not love this film but would still show up,7,,
1228," [Black Dynamite (2009, 1:24)]",2020-08-24,BlackDynamite,I would NOT come to watch this film,3,,
1879," [Black Dynamite (2009, 1:24)]",2020-08-24,BlackDynamite,I would REALLY LIKE to watch this film,8,,
579,"Votes [Blade (1998, 2:00)]",2020-08-24,Blade,I do not love this film but would still show up,5,,
1230,"Votes [Blade (1998, 2:00)]",2020-08-24,Blade,I would NOT come to watch this film,3,,
1881,"Votes [Blade (1998, 2:00)]",2020-08-24,Blade,I would REALLY LIKE to watch this film,10,,
594,"Votes [Grosse Pointe Blank (1997, 1:47)]",2020-08-24,GrossPointeBlank,I do not love this film but would still show up,5,,
1245,"Votes [Grosse Pointe Blank (1997, 1:47)]",2020-08-24,GrossPointeBlank,I would NOT come to watch this film,1,,
1896,"Votes [Grosse Pointe Blank (1997, 1:47)]",2020-08-24,GrossPointeBlank,I would REALLY LIKE to watch this film,12,,
597,"Votes [John Wick (2014, 1:41)]",2020-08-24,JohnWick,I do not love this film but would still show up,3,,
1248,"Votes [John Wick (2014, 1:41)]",2020-08-24,JohnWick,I would NOT come to watch this film,4,,
1899,"Votes [John Wick (2014, 1:41)]",2020-08-24,JohnWick,I would REALLY LIKE to watch this film,11,,
638," [The Mummy (1999, 2:04)]",2020-08-24,TheMummy,I do not love this film but would still show up,4,,
1289," [The Mummy (1999, 2:04)]",2020-08-24,TheMummy,I would NOT come to watch this film,3,,
1940," [The Mummy (1999, 2:04)]",2020-08-24,TheMummy,I would REALLY LIKE to watch this film,11,,
644," [Trading Places (1983, 1:56)]",2020-08-24,TradingPlaces,I do not love this film but would still show up,10,,
1295," [Trading Places (1983, 1:56)]",2020-08-24,TradingPlaces,I would NOT come to watch this film,0,,
1946," [Trading Places (1983, 1:56)]",2020-08-24,TradingPlaces,I would REALLY LIKE to watch this film,8,,
650," [Undercover Brother (2002, 1:26)]",2020-08-24,UndercoverBrother,I do not love this film but would still show up,6,,
1301," [Undercover Brother (2002, 1:26)]",2020-08-24,UndercoverBrother,I would NOT come to watch this film,7,,
1952," [Undercover Brother (2002, 1:26)]",2020-08-24,UndercoverBrother,I would REALLY LIKE to watch this film,5,,
574,"Votes [Beetlejuice (1988, 1:32)]",2020-08-31,Beetlejuice,I do not love this film but would still show up,7,,
1225,"Votes [Beetlejuice (1988, 1:32)]",2020-08-31,Beetlejuice,I would NOT come to watch this film,0,,
1876,"Votes [Beetlejuice (1988, 1:32)]",2020-08-31,Beetlejuice,I would REALLY LIKE to watch this film,4,,
626,"Votes [The Blues Brothers (1980, 2:27)]",2020-08-31,BluesBrothers,I do not love this film but would still show up,6,,
1277,"Votes [The Blues Brothers (1980, 2:27)]",2020-08-31,BluesBrothers,I would NOT come to watch this film,0,,
1928,"Votes [The Blues Brothers (1980, 2:27)]",2020-08-31,BluesBrothers,I would REALLY LIKE to watch this film,5,,
593,"Votes [Grease (1978, 1:50)]",2020-08-31,Grease,I do not love this film but would still show up,7,,
1244,"Votes [Grease (1978, 1:50)]",2020-08-31,Grease,I would NOT come to watch this film,1,,
1895,"Votes [Grease (1978, 1:50)]",2020-08-31,Grease,I would REALLY LIKE to watch this film,3,,
601," [Lego Batman (2017, 1:45)]",2020-08-31,LegoBatman,I do not love this film but would still show up,5,,
1252," [Lego Batman (2017, 1:45)]",2020-08-31,LegoBatman,I would NOT come to watch this film,1,,
1903," [Lego Batman (2017, 1:45)]",2020-08-31,LegoBatman,I would REALLY LIKE to watch this film,5,,
605," [Mortal Kombat (1995, 1:41)]",2020-08-31,MortalKombat,I do not love this film but would still show up,4,,
1256," [Mortal Kombat (1995, 1:41)]",2020-08-31,MortalKombat,I would NOT come to watch this film,3,,
1907," [Mortal Kombat (1995, 1:41)]",2020-08-31,MortalKombat,I would REALLY LIKE to watch this film,4,,
639,"Votes [The Music Man (1962, 2:31)]",2020-08-31,MusicMan,I do not love this film but would still show up,6,,
1290,"Votes [The Music Man (1962, 2:31)]",2020-08-31,MusicMan,I would NOT come to watch this film,3,,
1941,"Votes [The Music Man (1962, 2:31)]",2020-08-31,MusicMan,I would REALLY LIKE to watch this film,2,,
625,"Votes [Tank Girl (1995, 1:44)]",2020-08-31,TankGirl,I do not love this film but would still show up,3,,
1276,"Votes [Tank Girl (1995, 1:44)]",2020-08-31,TankGirl,I would NOT come to watch this film,2,,
1927,"Votes [Tank Girl (1995, 1:44)]",2020-08-31,TankGirl,I would REALLY LIKE to watch this film,6,,
643,"Votes [Three Men and a Baby (1987, 1:38)]",2020-08-31,ThreeMenBaby,I do not love this film but would still show up,5,,
1294,"Votes [Three Men and a Baby (1987, 1:38)]",2020-08-31,ThreeMenBaby,I would NOT come to watch this film,2,,
1945,"Votes [Three Men and a Baby (1987, 1:38)]",2020-08-31,ThreeMenBaby,I would REALLY LIKE to watch this film,4,,
26," [Bedknobs and Broomsticks (1971, 1:57)]",2020-09-21,BedknobsAndBroom,I do not love this film but would still show up,4,,
677," [Bedknobs and Broomsticks (1971, 1:57)]",2020-09-21,BedknobsAndBroom,I would NOT come to watch this film,3,,
1328," [Bedknobs and Broomsticks (1971, 1:57)]",2020-09-21,BedknobsAndBroom,I would REALLY LIKE to watch this film,8,,
35," [Bill and Ted's Excellent Adventure (1989, 1:30)]",2020-09-21,BillAndTed1,I do not love this film but would still show up,6,,
686," [Bill and Ted's Excellent Adventure (1989, 1:30)]",2020-09-21,BillAndTed1,I would NOT come to watch this film,1,,
1337," [Bill and Ted's Excellent Adventure (1989, 1:30)]",2020-09-21,BillAndTed1,I would REALLY LIKE to watch this film,8,,
141," [Frequently Asked Questions about Time Travel (2009, 1:22)]",2020-09-21,FAQaTT,I do not love this film but would still show up,5,,
792," [Frequently Asked Questions about Time Travel (2009, 1:22)]",2020-09-21,FAQaTT,I would NOT come to watch this film,2,,
1443," [Frequently Asked Questions about Time Travel (2009, 1:22)]",2020-09-21,FAQaTT,I would REALLY LIKE to watch this film,8,,
436," [The Hunt for Red October (1990, 2:15)]",2020-09-21,Hunt4RedOctober,I do not love this film but would still show up,5,,
1087," [The Hunt for Red October (1990, 2:15)]",2020-09-21,Hunt4RedOctober,I would NOT come to watch this film,3,,
1738," [The Hunt for Red October (1990, 2:15)]",2020-09-21,Hunt4RedOctober,I would REALLY LIKE to watch this film,7,,
319," [Robin Hood: Men in Tights (1993, 1:44)]",2020-09-21,MenInTights,I do not love this film but would still show up,9,,
970," [Robin Hood: Men in Tights (1993, 1:44)]",2020-09-21,MenInTights,I would NOT come to watch this film,2,,
1621," [Robin Hood: Men in Tights (1993, 1:44)]",2020-09-21,MenInTights,I would REALLY LIKE to watch this film,4,,
497," [Tracers (2015, 1:34)]",2020-09-21,Tracers,I do not love this film but would still show up,5,,
1148," [Tracers (2015, 1:34)]",2020-09-21,Tracers,I would NOT come to watch this film,4,,
1799," [Tracers (2015, 1:34)]",2020-09-21,Tracers,I would REALLY LIKE to watch this film,6,,
513,"Votes [Twister (1996, 1:53)]",2020-09-21,Twister,I do not love this film but would still show up,5,,
1164,"Votes [Twister (1996, 1:53)]",2020-09-21,Twister,I would NOT come to watch this film,5,,
1815,"Votes [Twister (1996, 1:53)]",2020-09-21,Twister,I would REALLY LIKE to watch this film,5,,
535," [Warm Bodies (2013, 1:38)]",2020-09-21,WarmBodies,I do not love this film but would still show up,7,,
1186," [Warm Bodies (2013, 1:38)]",2020-09-21,WarmBodies,I would NOT come to watch this film,4,,
1837," [Warm Bodies (2013, 1:38)]",2020-09-21,WarmBodies,I would REALLY LIKE to watch this film,4,,
50," [Bridesmaids (2011, 2:10)]",2020-09-28,Bridesmaids,I do not love this film but would still show up,3,,
701," [Bridesmaids (2011, 2:10)]",2020-09-28,Bridesmaids,I would NOT come to watch this film,4,,
1352," [Bridesmaids (2011, 2:10)]",2020-09-28,Bridesmaids,I would REALLY LIKE to watch this film,7,,
142," [Frequently Asked Questions about Time Travel (2009, 1:22)]",2020-09-28,FAQaTT,I do not love this film but would still show up,6,,
793," [Frequently Asked Questions about Time Travel (2009, 1:22)]",2020-09-28,FAQaTT,I would NOT come to watch this film,3,,
1444," [Frequently Asked Questions about Time Travel (2009, 1:22)]",2020-09-28,FAQaTT,I would REALLY LIKE to watch this film,5,,
148," [Ghostbusters (2016, 2:13)]",2020-09-28,Ghostbusters,I do not love this film but would still show up,6,,
799," [Ghostbusters (2016, 2:13)]",2020-09-28,Ghostbusters,I would NOT come to watch this film,1,,
1450," [Ghostbusters (2016, 2:13)]",2020-09-28,Ghostbusters,I would REALLY LIKE to watch this film,7,,
269," [Ocean's Eight (2018, 1:50)]",2020-09-28,OceansEight,I do not love this film but would still show up,5,,
920," [Ocean's Eight (2018, 1:50)]",2020-09-28,OceansEight,I would NOT come to watch this film,2,,
1571," [Ocean's Eight (2018, 1:50)]",2020-09-28,OceansEight,I would REALLY LIKE to watch this film,7,,
368," [Speed (1994, 1:56)]",2020-09-28,Speed,I do not love this film but would still show up,5,,
1019," [Speed (1994, 1:56)]",2020-09-28,Speed,I would NOT come to watch this film,4,,
1670," [Speed (1994, 1:56)]",2020-09-28,Speed,I would REALLY LIKE to watch this film,5,,
435," [The Heat (2013, 2:00)]",2020-09-28,TheHeat,I do not love this film but would still show up,5,,
1086," [The Heat (2013, 2:00)]",2020-09-28,TheHeat,I would NOT come to watch this film,1,,
1737," [The Heat (2013, 2:00)]",2020-09-28,TheHeat,I would REALLY LIKE to watch this film,8,,
438," [The Hustle (2019, 1:34)]",2020-09-28,TheHustle,I do not love this film but would still show up,6,,
1089," [The Hustle (2019, 1:34)]",2020-09-28,TheHustle,I would NOT come to watch this film,1,,
1740," [The Hustle (2019, 1:34)]",2020-09-28,TheHustle,I would REALLY LIKE to watch this film,7,,
501," [Tremors (1990, 1:36)]",2020-09-28,Tremors,I do not love this film but would still show up,7,,
1152," [Tremors (1990, 1:36)]",2020-09-28,Tremors,I would NOT come to watch this film,3,,
1803," [Tremors (1990, 1:36)]",2020-09-28,Tremors,I would REALLY LIKE to watch this film,4,,
34," [Bill & Ted's Bogus Journey (1991, 1:34) (flyer's no-homophobia edit)]",2020-10-05,BillAndTed2,I do not love this film but would still show up,8,,
685," [Bill & Ted's Bogus Journey (1991, 1:34) (flyer's no-homophobia edit)]",2020-10-05,BillAndTed2,I would NOT come to watch this film,3,,
1336," [Bill & Ted's Bogus Journey (1991, 1:34) (flyer's no-homophobia edit)]",2020-10-05,BillAndTed2,I would REALLY LIKE to watch this film,2,,
138," [Fast and the Furious (2001, 1:47)]",2020-10-05,FastAndFurious,I do not love this film but would still show up,4,,
789," [Fast and the Furious (2001, 1:47)]",2020-10-05,FastAndFurious,I would NOT come to watch this film,5,,
1440," [Fast and the Furious (2001, 1:47)]",2020-10-05,FastAndFurious,I would REALLY LIKE to watch this film,4,,
171," [Hocus Pocus (1993, 1:36)]",2020-10-05,HocusPocus,I do not love this film but would still show up,6,,
822," [Hocus Pocus (1993, 1:36)]",2020-10-05,HocusPocus,I would NOT come to watch this film,1,,
1473," [Hocus Pocus (1993, 1:36)]",2020-10-05,HocusPocus,I would REALLY LIKE to watch this film,6,,
270," [Ocean's Eight (2018, 1:50)]",2020-10-05,OceansEight,I do not love this film but would still show up,7,,
921," [Ocean's Eight (2018, 1:50)]",2020-10-05,OceansEight,I would NOT come to watch this film,1,,
1572," [Ocean's Eight (2018, 1:50)]",2020-10-05,OceansEight,I would REALLY LIKE to watch this film,5,,
353," [Snatched (2017, 1:25)]",2020-10-05,Snatched,I do not love this film but would still show up,6,,
1004," [Snatched (2017, 1:25)]",2020-10-05,Snatched,I would NOT come to watch this film,5,,
1655," [Snatched (2017, 1:25)]",2020-10-05,Snatched,I would REALLY LIKE to watch this film,2,,
369," [Speed (1994, 1:56)]",2020-10-05,Speed,I do not love this film but would still show up,5,,
1020," [Speed (1994, 1:56)]",2020-10-05,Speed,I would NOT come to watch this film,5,,
1671," [Speed (1994, 1:56)]",2020-10-05,Speed,I would REALLY LIKE to watch this film,3,,
414," [The Craft (1996,1:41)]",2020-10-05,TheCraft,I do not love this film but would still show up,3,,
1065," [The Craft (1996,1:41)]",2020-10-05,TheCraft,I would NOT come to watch this film,3,,
1716," [The Craft (1996,1:41)]",2020-10-05,TheCraft,I would REALLY LIKE to watch this film,7,,
439," [The Hustle (2019, 1:34)]",2020-10-05,TheHustle,I do not love this film but would still show up,8,,
1090," [The Hustle (2019, 1:34)]",2020-10-05,TheHustle,I would NOT come to watch this film,4,,
1741," [The Hustle (2019, 1:34)]",2020-10-05,TheHustle,I would REALLY LIKE to watch this film,1,,
409," [The Addams Family (1991, 1:40)]",2020-10-12,AddamsFamily,I do not love this film but would still show up,2,,
1060," [The Addams Family (1991, 1:40)]",2020-10-12,AddamsFamily,I would NOT come to watch this film,0,,
1711," [The Addams Family (1991, 1:40)]",2020-10-12,AddamsFamily,I would REALLY LIKE to watch this film,13,,
39," [Blade II (2002, 1:57)]",2020-10-12,BladeII,I do not love this film but would still show up,10,,
690," [Blade II (2002, 1:57)]",2020-10-12,BladeII,I would NOT come to watch this film,1,,
1341," [Blade II (2002, 1:57)]",2020-10-12,BladeII,I would REALLY LIKE to watch this film,4,,
99," [Death Becomes Her (1992, 1:43)]",2020-10-12,DeathBecomesHer,I do not love this film but would still show up,9,,
750," [Death Becomes Her (1992, 1:43)]",2020-10-12,DeathBecomesHer,I would NOT come to watch this film,0,,
1401," [Death Becomes Her (1992, 1:43)]",2020-10-12,DeathBecomesHer,I would REALLY LIKE to watch this film,6,,
425," [The First Wives Club (1996, 1:42)]",2020-10-12,FirstWivesClub,I do not love this film but would still show up,7,,
1076," [The First Wives Club (1996, 1:42)]",2020-10-12,FirstWivesClub,I would NOT come to watch this film,2,,
1727," [The First Wives Club (1996, 1:42)]",2020-10-12,FirstWivesClub,I would REALLY LIKE to watch this film,6,,
233," [Man of the Year (2006, 1:55)]",2020-10-12,ManOfTheYear,I do not love this film but would still show up,7,,
884," [Man of the Year (2006, 1:55)]",2020-10-12,ManOfTheYear,I would NOT come to watch this film,4,,
1535," [Man of the Year (2006, 1:55)]",2020-10-12,ManOfTheYear,I would REALLY LIKE to watch this film,4,,
300," [Practical Magic (1998, 1:44)]",2020-10-12,PracticalMagic,I do not love this film but would still show up,7,,
951," [Practical Magic (1998, 1:44)]",2020-10-12,PracticalMagic,I would NOT come to watch this film,1,,
1602," [Practical Magic (1998, 1:44)]",2020-10-12,PracticalMagic,I would REALLY LIKE to watch this film,7,,
387," [Supervolcano (2005, 1:59, No subtitles)]",2020-10-12,Supervolcano,I do not love this film but would still show up,5,,
1038," [Supervolcano (2005, 1:59, No subtitles)]",2020-10-12,Supervolcano,I would NOT come to watch this film,6,,
1689," [Supervolcano (2005, 1:59, No subtitles)]",2020-10-12,Supervolcano,I would REALLY LIKE to watch this film,4,,
449," [The Love Witch (2016, 2:01)]",2020-10-12,TheLoveWitch,I do not love this film but would still show up,5,,
1100," [The Love Witch (2016, 2:01)]",2020-10-12,TheLoveWitch,I would NOT come to watch this film,5,,
1751," [The Love Witch (2016, 2:01)]",2020-10-12,TheLoveWitch,I would REALLY LIKE to watch this film,5,,
5," [Addams Family Values (1993, 1:34)]",2020-10-19,AddamsFamilyValues,I do not love this film but would still show up,9,,
656," [Addams Family Values (1993, 1:34)]",2020-10-19,AddamsFamilyValues,I would NOT come to watch this film,4,,
1307," [Addams Family Values (1993, 1:34)]",2020-10-19,AddamsFamilyValues,I would REALLY LIKE to watch this film,10,,
27,"Votes [Beetlejuice (1988, 1:32)]",2020-10-19,Beetlejuice,I do not love this film but would still show up,10,,
678,"Votes [Beetlejuice (1988, 1:32)]",2020-10-19,Beetlejuice,I would NOT come to watch this film,4,,
1329,"Votes [Beetlejuice (1988, 1:32)]",2020-10-19,Beetlejuice,I would REALLY LIKE to watch this film,9,,
100," [Death Becomes Her (1992, 1:43)]",2020-10-19,DeathBecomesHer,I do not love this film but would still show up,12,,
751," [Death Becomes Her (1992, 1:43)]",2020-10-19,DeathBecomesHer,I would NOT come to watch this film,1,,
1402," [Death Becomes Her (1992, 1:43)]",2020-10-19,DeathBecomesHer,I would REALLY LIKE to watch this film,10,,
143," [Frequently Asked Questions about Time Travel (2009, 1:22)]",2020-10-19,FAQaTT,I do not love this film but would still show up,9,,
794," [Frequently Asked Questions about Time Travel (2009, 1:22)]",2020-10-19,FAQaTT,I would NOT come to watch this film,7,,
1445," [Frequently Asked Questions about Time Travel (2009, 1:22)]",2020-10-19,FAQaTT,I would REALLY LIKE to watch this film,7,,
200," [Joe Versus the Volcano (1990, 1:42)]",2020-10-19,JoeVsVolcano,I do not love this film but would still show up,12,,
851," [Joe Versus the Volcano (1990, 1:42)]",2020-10-19,JoeVsVolcano,I would NOT come to watch this film,7,,
1502," [Joe Versus the Volcano (1990, 1:42)]",2020-10-19,JoeVsVolcano,I would REALLY LIKE to watch this film,4,,
301," [Practical Magic (1998, 1:44)]",2020-10-19,PracticalMagic,I do not love this film but would still show up,9,,
952," [Practical Magic (1998, 1:44)]",2020-10-19,PracticalMagic,I would NOT come to watch this film,5,,
1603," [Practical Magic (1998, 1:44)]",2020-10-19,PracticalMagic,I would REALLY LIKE to watch this film,9,,
494," [Timeline (2003, 1:51)]",2020-10-19,Timeline,I do not love this film but would still show up,11,,
1145," [Timeline (2003, 1:51)]",2020-10-19,Timeline,I would NOT come to watch this film,6,,
1796," [Timeline (2003, 1:51)]",2020-10-19,Timeline,I would REALLY LIKE to watch this film,6,,
505," [Turbo Kid (2015, 1:33)]",2020-10-19,TurboKid,I do not love this film but would still show up,10,,
1156," [Turbo Kid (2015, 1:33)]",2020-10-19,TurboKid,I would NOT come to watch this film,6,,
1807," [Turbo Kid (2015, 1:33)]",2020-10-19,TurboKid,I would REALLY LIKE to watch this film,7,,
17, [Andrew Flemings The Craft],2020-10-26,AndrewFlemingsTheCraft,I do not love this film but would still show up,4,special,
668, [Andrew Flemings The Craft],2020-10-26,AndrewFlemingsTheCraft,I would NOT come to watch this film,2,special,
1319, [Andrew Flemings The Craft],2020-10-26,AndrewFlemingsTheCraft,I would REALLY LIKE to watch this film,7,special,
417, [The Craft but make it fashion],2020-10-26,ButMakeItFashion,I do not love this film but would still show up,3,special,
1068, [The Craft but make it fashion],2020-10-26,ButMakeItFashion,I would NOT come to watch this film,1,special,
1719, [The Craft but make it fashion],2020-10-26,ButMakeItFashion,I would REALLY LIKE to watch this film,9,special,
418, [The Craft but make it spoopy],2020-10-26,ButMakeItSpoopy,I do not love this film but would still show up,3,special,
1069, [The Craft but make it spoopy],2020-10-26,ButMakeItSpoopy,I would NOT come to watch this film,1,special,
1720, [The Craft but make it spoopy],2020-10-26,ButMakeItSpoopy,I would REALLY LIKE to watch this film,9,special,
419, [The Craft but we pretend to hate it],2020-10-26,PretendToHateIt,I do not love this film but would still show up,1,special,
1070, [The Craft but we pretend to hate it],2020-10-26,PretendToHateIt,I would NOT come to watch this film,3,special,
1721, [The Craft but we pretend to hate it],2020-10-26,PretendToHateIt,I would REALLY LIKE to watch this film,9,special,
404, [Tfarc Eht but backwards],2020-10-26,TfarcEht,I do not love this film but would still show up,4,special,
1055, [Tfarc Eht but backwards],2020-10-26,TfarcEht,I would NOT come to watch this film,1,special,
1706, [Tfarc Eht but backwards],2020-10-26,TfarcEht,I would REALLY LIKE to watch this film,8,special,
420, [The Craft],2020-10-26,TheCraft,I do not love this film but would still show up,4,special,
1071, [The Craft],2020-10-26,TheCraft,I would NOT come to watch this film,1,special,
1722, [The Craft],2020-10-26,TheCraft,I would REALLY LIKE to watch this film,8,special,
415, [The Craft 1996 Edit],2020-10-26,X1996Edit,I do not love this film but would still show up,4,special,
1066, [The Craft 1996 Edit],2020-10-26,X1996Edit,I would NOT come to watch this film,1,special,
1717, [The Craft 1996 Edit],2020-10-26,X1996Edit,I would REALLY LIKE to watch this film,8,special,
416, [The Craft 2D],2020-10-26,X2D,I do not love this film but would still show up,4,special,
1067, [The Craft 2D],2020-10-26,X2D,I would NOT come to watch this film,1,special,
1718, [The Craft 2D],2020-10-26,X2D,I would REALLY LIKE to watch this film,8,special,
6," [Addams Family Values (1993, 1:34)]",2020-11-02,AddamsFamilyValues,I do not love this film but would still show up,7,,
657," [Addams Family Values (1993, 1:34)]",2020-11-02,AddamsFamilyValues,I would NOT come to watch this film,4,,
